검색조건
대출기간,2024-01-01 ~ 2024-10-29
성별,전체
연령,전체
지역,전체
ISBN 부가기호,전체
주제,전체

제공기관 : 국립중앙도서관
데이터 제공일 : 2024-10-30
이용허락조건 : 저작자표시(BY) - 저작자와 출처 등을 표시하면 영리 목적의 이용이나 변경 및 2차적 저작물의 작성을 포함한 자유이용을 허락합니다.

순위,서명,저자,출판사,출판년도,권,ISBN,ISBN부가기호,KDC,대출건수,
"176","(추리 천재) 엉덩이 탐정","트롤 글·그림 ;김정화 옮김","미래엔","2016","1","9788937838750","74830","833.6","12,700",
"177","오싹오싹 크레용! ","글: 에런 레이놀즈 ;옮김: 홍연미","토토북","2022","","9788964964767","77840","843","12,657",
"178","호랑이 빵집","글: 서지원 ;그림: 홍그림","지학사","2023","1","9791162041376","74810","813.7","12,639",
"179","연남동 빙굴빙굴 빨래방 :김지윤 장편소설 ","지은이: 김지윤","팩토리나인","2023","","9791165347734","03810","813.7","12,635",
"180","(추리 천재) 엉덩이 탐정","트롤 글·그림 ;김정화 옮김","미래엔","2016","2","9788937853470","74830","833.6","12,622",
"181","설민석의 한국사 대모험","글: 설민석,그림: 정현희","Dankkum i(단꿈아이)","2022","27","9791193031100","74910","911","12,603",
"182","(추리 천재) 엉덩이 탐정","트롤 글·그림 ;김정화 옮김","미래엔","2016","3","9788937889714","74830","833.6","12,596",
"183","설민석의 한국사 대모험","글: 설민석,그림: 정현희","휴먼큐브","2017","16","9791165382841","74910","911","12,566",
"184","오늘 밤, 세계에서 이 사랑이 사라진다 해도 ","이치조 미사키 지음 ;권영주 옮김","바이포엠","2021","","9791191043297","03830","833.6","12,540",
"185","(신기한 맛) 도깨비 식당","김용세,센개 그림","꿈터","2022","1","9791167390615","74810","813.7","12,524",
"186","(추리 천재) 엉덩이 탐정","트롤 글·그림 ;김정화 옮김","미래엔","2016","4","9788937848247","74830","833.6","12,482",
"187","설민석의 한국사 대모험","글: 설민석,그림: 정현희","휴먼큐브","2017","10","9791188874293","74910","911","12,457",
"188","아홉 살 마음 사전 ","박성우 글 ;김효은 그림","창비","2017","","9788936447014","73710","181","12,435",
"189","사피엔스 :유인원에서 사이보그까지, 인간 역사의 대담하고 위대한 질문 ","지은이: 유발 하라리 ;옮긴이: 조현욱","김영사","2015","","9788934972464","03900","909","12,423",
"190","원씽 :복잡한 세상을 이기는 단순함의 힘 ","게리 켈러,구세희 옮김","비즈니스북스","2013","","9788997575169","13190","325.04","12,386",
"191","문과 남자의 과학 공부 :나는 무엇이고 왜 존재하며 어디로 가는가? ","유시민 지음","돌베개","2023","","9791192836188","03400","404","12,326",
"192","(추리 천재) 엉덩이 탐정","트롤 글·그림 ;김정화 옮김","미래엔","2016","5","9791162332542","74830","833.6","12,310",
"193","(추리 천재) 엉덩이 탐정","트롤 글·그림 ;김정화 옮김","미래엔","2016","6","9791162335123","74830","833.6","12,291",
"194","바다가 들리는 편의점","마치다 소노코 지음 ;황국영 옮김","바이포엠 스튜디오","2023","2","9791192579887","03830","833.6","12,201",
"195","미드나잇 라이브러리 ","매트 헤이그 지음 ;노진선 옮김","인플루엔셜","2021","","9791191056556","03840","843.6","12,197",
"196","변비 탐정 실룩","이나영 글 ;박소연 그림","인플루엔셜","2023","1","9791168341029","74810","813.7","12,163",
"197","흔한남매 과학 탐험대","원작: 흔한남매 ;이태영","김영사","2021","0","9788934938224","77400","400","12,143",
"198","여름을 한 입 베어 물었더니 :이꽃님 장편소설 ","글쓴이: 이꽃님","문학동네","2023","","9788954694575","03810","813.7","12,088",
"199","설민석의 한국사 대모험","글: 설민석,그림: 정현희","휴먼큐브","2017","6","9791188874088","74910","911","12,083",
"200","흔한남매의 흔한 호기심 :일상에서 만나는 과학 상식","원작: 흔한남매 ;그림: 유난희","미래엔","2020","11","9791168414488","77400","400","12,054",
"201","설민석의 한국사 대모험","글: 설민석,그림: 정현희","휴먼큐브","2017","19","9791165383053","74910","911","12,049",
"202","가재가 노래하는 곳 :델리아 오언스 장편소설 ","지은이: 델리아 오언스 ;옮긴이: 김선형","살림출판사","2019","","9788952240569","03840","843.6","12,018",
"203","설민석의 한국사 대모험","글: 설민석,그림: 정현희","휴먼큐브","2017","12","9791188874460","74910","911","11,998",
"204","단 한 사람 :최진영 장편소설 ","지은이: 최진영","한겨레엔","2023","","9791160405750","03810","813.7","11,992",
"205","위풍당당 여우 꼬리","손원평 글 ;만물상 그림","창비","2021","4","9788936448493","74810","813.7","11,987",
"206","(신기한 맛) 도깨비 식당","김용세,센개 그림","꿈터","2022","5","9791167390929","74810","813.7","11,930",
"207","낭만 강아지 봉봉","홍민정 글 ;김무연 그림","다산북스","2022","5","9791130648040","74810","813.7","11,924",
"208","오싹오싹 팬티! ","글: 에런 레이놀즈 ;옮김: 홍연미","토토북","2018","","9788964963678","77840","843","11,915",
"209","흔한남매 흔한 MBTI - 믿거나 말거나 나에게 어울리는 직업","김승자, 정미화 (지은이), 흔한남매 (원작), 투윙스, 유영근 (그림), 흔한컴퍼니 (감수)","대원키즈","2021","","9791136273796","","","11,913",
"210","설민석의 한국사 대모험","글: 설민석,그림: 정현희","휴먼큐브","2017","14","9791165382674","74910","911","11,882",
"210","설민석의 한국사 대모험","글: 설민석,그림: 정현희","휴먼큐브","2017","15","9791165382704","74910","911","11,882",
"212","당근 유치원 ","지은이: 안녕달","창비","2020","","9788936455484","77810","813.7","11,856",
"213","설민석의 한국사 대모험","글: 설민석,그림: 정현희","휴먼큐브","2017","13","9791165382650","74910","911","11,846",
"214","마법천자문 :손오공의 한자 대탐험","저자: 스튜디오시리얼,정수영","아울북","2005","60","9791171171255","77720","711.4","11,835",
"215","(흔한남매) 별난 세계 여행","흔한남매 원작 ;정주연 그림","미래엔","2023","2","9791168416628","74810","980.2","11,831",
"216","(이상한 과자 가게) 전천당","히로시마 레이코 글 ;김정화 옮김","길벗스쿨","2019","3","9791164060931","74830","833.6","11,804",
"217","Go go 카카오 프렌즈 :세계 역사 문화 체험 학습만화","글: 김미영 ;그림: 김정한","북이십일","2018","28","9788950958237","74900","980.2","11,789",
"218","마법천자문 :손오공의 한자 대탐험","저자: 스튜디오시리얼,정수영","아울북","2005","53","9788950903138","77720","711.4","11,773",
"219","백앤아 :교양이 층층 쌓이는 점프 맵","원작: 백앤아 ;그림: 돌만","샌드박스네트워크","2023","2","9791192504230","77810","031","11,771",
"220","설민석의 삼국지 대모험","원작: 나관중 ;만화: 스튜디오 담","Dankkum i(단꿈아이)","2021","1","9791197226199","77820","823.5","11,770",
"221","(서울 자가에 대기업 다니는) 김 부장 이야기 ","송희구 지음","서삼독","2021","1","9791165343996","03320","325.04","11,729",
"222","꽁꽁꽁 캠핑 :윤정주 그림책 ","윤정주","책읽는곰","2023","","9791158364120","77810","813.7","11,696",
"223","호랭떡집 ","글·그림: 서현","사계절(사계절출판사)","2023","","9791169811163","77810","813.7","11,667",
"224","설민석의 한국사 대모험","글: 설민석,그림: 정현희","휴먼큐브","2017","11","9791188874385","74910","911","11,640",
"225","(5천년 역사가 단숨에 이해되는) 최소한의 한국사 ","최태성 지음","프런트페이지","2023","","9791198243430","03910","911","11,587",
"226","마법천자문 :손오공의 한자 대탐험","저자: 스튜디오시리얼,정수영","아울북","2005","59","9788950932435","77720","711.4","11,576",
"227","구의 증명 :최진영 소설 ","지은이: 최진영","은행나무","2015","","9788956608556","03810","813.7","11,563",
"228","설민석의 한국사 대모험","글: 설민석,그림: 정현희","휴먼큐브","2017","20","9791165383114","74910","911","11,562",
"229","설민석의 한국사 대모험","글: 설민석,그림: 정현희","휴먼큐브","2017","7","9791188874149","74910","911","11,535",
"230","불변의 법칙 :절대 변하지 않는 것들에 대한 23가지 이야기 ","지은이: 모건 하우절 ;옮긴이: 이수경","서삼독","2024","","9791198517425","03320","327.04","11,517",
"231","백앤아 1 : 미스터리 100층 감옥 - 교양이 층층 쌓이는 점프 맵","백앤아 (원작), 안성훈 (글), 돌만 (그림)","샌드박스스토리 키즈","2023","1","9791192504216","","","11,479",
"232","하얼빈 :김훈 장편소설 ","지은이: 김훈","문학동네","2022","","9788954699914","03810","813.62","11,470",
"233","(신기한 맛) 도깨비 식당","김용세,센개 그림","꿈터","2022","6","9791167391018","74810","813.7","11,442",
"234","변비 탐정 실룩","이나영 글 ;박소연 그림","인플루엔셜","2023","2","9791168341340","74810","813.7","11,398",
"235","파친코 :이민진 장편소설 ","지은이: 이민진 ;옮긴이: 신승미","인플루엔셜","2022","1","9791168340510","04840","843.6","11,389",
"236","(신기한 맛) 도깨비 식당","김용세,센개 그림","꿈터","2022","4","9791167390837","74810","813.7","11,382",
"237","오백 년째 열다섯 :김혜정 장편소설 ","글: 김혜정","위즈덤하우스","2022","","9791168121065","43810","813.7","11,347",
"238","백앤아 :교양이 층층 쌓이는 점프 맵","원작: 백앤아 ;그림: 돌만","샌드박스네트워크","2023","3","9791192504261","77810","031","11,309",
"239","마법천자문 :손오공의 한자 대탐험","저자: 스튜디오시리얼,정수영","아울북","2005","57","9788950970901","77720","711.4","11,296",
"240","설민석의 삼국지 대모험","원작: 나관중 ;만화: 스튜디오 담","Dankkum i(단꿈아이)","2021","2","9791191496024","77820","823.5","11,244",
"241","(신기한 맛) 도깨비 식당","김용세,센개 그림","꿈터","2022","2","9791167390646","74810","813.7","11,242",
"242","Go go 카카오 프렌즈 :세계 역사 문화 체험 학습만화","글: 김미영 ;그림: 김정한","북이십일","2018","29","9791171170227","74900","980.2","11,216",
"243","위풍당당 여우 꼬리","손원평 글 ;만물상 그림","창비","2021","1","9788936448097","74810","813.7","11,211",
"244","설민석의 한국사 대모험 18 - 후삼국 편 : 온달의 기묘한 시간 여행","설민석, 스토리박스 (지은이), 정현희 (그림), 강석화 (감수)","아이휴먼","2021","18","9791165382988","","","11,209",
"245","Go go 카카오 프렌즈 :세계 역사 문화 체험 학습만화","글: 김미영 ;그림: 김정한","북이십일","2018","11","9788950984144","74900","980.2","11,207",
"246","그리스 로마 신화","글: 박시연 ;그림: 최우빈","북이십일","2017","2","9788950971373","74800","219","11,184",
"247","Go go 카카오 프렌즈 :세계 역사 문화 체험 학습만화","글: 김미영 ;그림: 김정한","북이십일","2018","3","9788950976118","74900","980.2","11,141",
"248","나의 돈키호테 :김호연 장편소설 ","지은이: 김호연","나무옆의자","2024","","9791161571768","03810","813.7","11,105",
"248","최민준의 아들코칭 백과 :기질 파악부터 말공부, 사회성, 감정코칭까지 ","최민준 글 ;신예원 그림","위즈덤하우스","2023","","9791168127531","13590","598.132","11,105",
"250","마흔에 읽는 니체 =지금 이순간을 살기 위한 철학 수업 /Nietzsche ","장재형 지음","유노콘텐츠그룹","2022","","9791192300245","03160","165.77","11,104",
"251","설민석의 세계사 대모험","글: 설민석,그림: 박성일","단꿈아이","2019","4","9791196893118","77900","909","11,050",
"252","(정재승의) 인간 탐구 보고서","글: 정재은,그림: 김현민","아울북(북이십일 아울북)","2019","12","9788950968243","74400","511","11,022",
"252","(흔한남매) 수수께끼 어드벤처 :수수께끼로 배우는 교과 지식","원작: 흔한남매 ;그림: 도니패밀리","미래엔","2022","4","9791168417656","77030","388","11,022",
"254","Go go 카카오 프렌즈 :세계 역사 문화 체험 학습만화","글: 김미영 ;그림: 김정한","북이십일","2018","19","9788950994594","74900","980.2","11,005",
"255","나의 돈 많은 고등학교 친구 :슈퍼리치와의 대화에서 찾아낸 부자의 길 ","송희구 지음","서삼독","2023","","9791165347161","03320","325.211","10,991",
"256","마법천자문 :손오공의 한자 대탐험","저자: 스튜디오시리얼,정수영","아울북","2005","52","9788950997717","77720","711.4","10,987",
"257","호랑이 빵집","글: 서지원 ;그림: 홍그림","지학사","2023","2","9791162041512","74810","813.7","10,986",
"258","마법천자문 :손오공의 한자 대탐험","저자: 스튜디오시리얼,정수영","아울북","2005","58","9788950945565","77720","711.4","10,984",
"259","마법천자문 :손오공의 한자 대탐험","저자: 스튜디오시리얼,정수영","아울북","2005","56","9788950942694","77720","711.4","10,976",
"260","Go go 카카오 프렌즈 :세계 역사 문화 체험 학습만화","글: 김미영 ;그림: 김정한","북이십일","2018","16","9788950991722","74900","980.2","10,974",
"261","설민석의 한국사 대모험","글: 설민석,그림: 정현희","휴먼큐브","2017","8","9791188874217","74910","911","10,935",
"262","마법천자문 :손오공의 한자 대탐험","저자: 스튜디오시리얼,정수영","아울북","2005","50","9788950993153","77720","711.4","10,934",
"263","마법천자문 :손오공의 한자 대탐험","저자: 스튜디오시리얼,정수영","아울북","2005","55","9788950942274","77720","711.4","10,933",
"264","그리스 로마 신화","글: 박시연 ;그림: 최우빈","북이십일","2017","3","9788950971380","74800","219","10,914",
"265","내 멋대로 장래 희망 뽑기 ","최은옥 글 ;김무연 그림","김영사","2023","","9788934940999","73810","813.7","10,908",
"266","Go go 카카오 프렌즈 :세계 역사 문화 체험 학습만화","글: 김미영 ;그림: 김정한","북이십일","2018","27","9788950934552","74900","980.2","10,897",
"267","(이상한 과자 가게) 전천당","히로시마 레이코 글 ;김정화 옮김","길벗스쿨","2019","16","9791164064748","73830","833.6","10,879",
"268","(정재승의) 인간 탐구 보고서","글: 정재은,그림: 김현민","아울북(북이십일 아울북)","2019","1","9788950983079","74400","511","10,875",
"269","이상한 무인 아이스크림 가게 ","서아람 글 ;안병현 그림","라곰스쿨","2023","","9791189686710","73810","813.7","10,858",
"270","(서울 자가에 대기업 다니는) 김 부장 이야기 ","송희구 지음","서삼독","2021","2","9791165344009","03320","325.04","10,849",
"271","설민석의 세계사 대모험","글: 설민석,그림: 박성일","단꿈아이","2019","6","9791196893170","77900","909","10,834",
"272","그리스 로마 신화","글: 박시연 ;그림: 최우빈","북이십일","2017","4","9788950971397","74800","219","10,809",
"273","비밀요원 레너드","글: 박설연 ;그림: 김덕영","북이십일","2019","1","9788950983680","74810","813.7","10,797",
"274","슈뻘맨의 숨은 과학 찾기 :엉뚱 도전 속에 숨은 과학 상식","슈뻘맨 원작 ;류수형 그림","미래엔","2023","1","9791168415171","77400","400","10,785",
"275","슈뻘맨의 숨은 과학 찾기 :엉뚱 도전 속에 숨은 과학 상식","슈뻘맨 원작 ;류수형 그림","미래엔","2023","2","9791168415188","77400","400","10,776",
"276","(서울 자가에 대기업 다니는) 김 부장 이야기 ","송희구 지음","서삼독","2021","3","9791165344221","03320","325.04","10,770",
"277","겨울 이불 :안녕달 그림책 ","지은이: 안녕달","창비","2023","","9788936455965","77810","813.7","10,765",
"278","그리스 로마 신화","글: 박시연 ;그림: 최우빈","북이십일","2017","35","9788950941604","74800","219","10,758",
"279","마법천자문 :손오공의 한자 대탐험","저자: 스튜디오시리얼,정수영","아울북","2005","51","9788950995904","77720","711.4","10,730",
"280","그리스 로마 신화","글: 박시연 ;그림: 최우빈","북이십일","2017","23","9788950971588","74800","219","10,716",
"281","(정재승의) 인간 탐구 보고서","글: 정재은,그림: 김현민","아울북(북이십일 아울북)","2019","11","9788950949778","74400","511","10,700",
"282","Go go 카카오 프렌즈 :세계 역사 문화 체험 학습만화","글: 김미영 ;그림: 김정한","북이십일","2018","20","9788950995034","74900","980.2","10,698",
"283","천하무적 개냥이 수사대","이승민 글 ;하민석 그림","위즈덤하우스","2020","1","9791190786508","74810","813.7","10,694",
"284","(이상한 과자 가게) 전천당","히로시마 레이코 글 ;김정화 옮김","길벗스쿨","2019","4","9791164060948","74830","833.6","10,685",
"285","만일 내가 인생을 다시 산다면 :벌써 마흔이 된 당신에게 해 주고 싶은 말들 42 ","김혜남 지음","메이븐","2022","","9791190538510","03180","199.1","10,669",
"286","설민석의 세계사 대모험","글: 설민석,그림: 박성일","단꿈아이","2019","17","9791193031117","77900","909","10,651",
"287","페인트 :이희영 장편소설 ","지은이: 이희영","창비","2019","","9788936456894","43810","813.7","10,636",
"288","하하 자매 떡집 ","김리리 글 ;김이랑 그림","비룡소","2023","","9788949162539","74800","813.7","10,634",
"289","쇼코의 미소 :최은영 소설 ","지은이: 최은영","문학동네","2016","","9788954641630","03810","813.7","10,618",
"290","도파민네이션 :쾌락 과잉 시대에서 균형 찾기 ","애나 렘키 지음 ;김두완 옮김","흐름출판","2022","","9788965965046","03180","181.71","10,612",
"291","(신기한 맛) 도깨비 식당","김용세,센개 그림","꿈터","2022","3","9791167390691","74810","813.7","10,568",
"292","후덜덜 식당 ","글: 강효미 ;그림: 유영근","지학사","2023","1","9791162041475","74810","813.7","10,557",
"293","(펼치는 순간 단숨에 6,000년 역사가 읽히는) 요즘 어른을 위한 최소한의 세계사 ","임소미 지음","빅피시","2023","","9791193128428","03900","909","10,543",
"294","우다다 꽁냥파크 ","권혁진 글 ;심보영 그림","비룡소","2023","","9788949168081","74800","813.7","10,523",
"295","Go go 카카오 프렌즈 :세계 역사 문화 체험 학습만화","글: 김미영 ;그림: 김정한","북이십일","2018","4","9788950977405","74900","980.2","10,509",
"296","흔한남매 겨울밤 대소동 :흔한남매 스페셜 에디션 겨울 ","원작: 흔한남매 ;그림: 유난희","미래엔","2021","","9791164139880","77810","810","10,507",
"297","(이상한 과자 가게) 전천당","히로시마 레이코 글 ;김정화 옮김","길벗스쿨","2019","15","9791164064410","74830","833.6","10,506",
"298","마법천자문 :손오공의 한자 대탐험","저자: 스튜디오시리얼,정수영","아울북","2005","54","9788950922955","77720","711.4","10,501",
"299","Go go 카카오 프렌즈 :세계 역사 문화 체험 학습만화","글: 김미영 ;그림: 김정한","북이십일","2018","23","9788950998707","74900","980.2","10,500",
"300","느리게 나이 드는 습관 :노년내과 의사가 알려주는 감속노화 실천법 ","정희원 지음","한빛라이프","2023","","9791193080146","03510","511.1689","10,495",
"301","의사 어벤저스 :어린이 의학 동화","글: 고희정 ;그림: 조승연","가나문화콘텐츠","2021","1","9788957361900","74510","510","10,484",
"302","가녀장의 시대 :이슬아 장편소설 ","지은이: 이슬아","문학동네","2022","","9788954688796","03810","813.7","10,479",
"302","부자 아빠 가난한 아빠 :20주년 특별 기념판 ","지은이: 로버트 기요사키 ;옮긴이: 안진환","민음인","2018","","9791158883591","03320","327.04","10,479",
"304","그리스 로마 신화","글: 박시연 ;그림: 최우빈","북이십일","2017","8","9788950971434","74800","219","10,472",
"305","호랭면 :김지안 그림책 ","지은이: 김지안","M창비(미디어창비)","2023","","9791193022122","77810","813.7","10,460",
"306","이파라파냐무냐무 :이지은 그림책 ","글·그림: 이지은","사계절(사계절출판사)","2020","","9791160946673","77810","813.7","10,454",
"307","설민석의 삼국지 대모험","원작: 나관중 ;만화: 스튜디오 담","Dankkum i(단꿈아이)","2021","3","9791191496048","77820","823.5","10,449",
"308","그리스 로마 신화","글: 박시연 ;그림: 최우빈","북이십일","2017","22","9788950971571","74800","219","10,447",
"309","위풍당당 여우 꼬리","손원평 글 ;만물상 그림","창비","2021","2","9788936448172","74810","813.7","10,446",
"310","(설민석의) 그리스 로마 신화 대모험","글: 설민석,만화: 이미나","Dankkum i(단꿈아이)","2022","2","9791191496949","77890","219","10,445",
"311","할머니의 여름휴가","안녕달","창비","2016","","9788936454951","77810","813.8","10,437",
"311","그리스 로마 신화","글: 박시연 ;그림: 최우빈","북이십일","2017","13","9788950971489","74800","219","10,437",
"311","비밀요원 레너드","글: 박설연 ;그림: 김덕영","북이십일","2019","2","9788950983697","74810","813.7","10,437",
"314","그리스 로마 신화","글: 박시연 ;그림: 최우빈","북이십일","2017","21","9788950971564","74800","219","10,418",
"315","그리스 로마 신화","글: 박시연 ;그림: 최우빈","북이십일","2017","34","9788950941598","74800","219","10,407",
"316","오싹오싹 편의점 :김영진 그림책 ","지은이: 김영진","책읽는곰","2023","","9791158364083","77810","813.7","10,395",
"317","그리스 로마 신화","글: 박시연 ;그림: 최우빈","북이십일","2017","30","9788950971656","74800","219","10,385",
"318","설민석의 세계사 대모험","글: 설민석,그림: 박성일","단꿈아이","2019","5","9791196893132","77900","909","10,381",
"319","물리박사 김상욱의 수상한 연구실 :어린이를 위한 세상의 모든 과학","글: 김하연 ;그림: 정순규","아울북(북이십일 아울북)","2023","1","9791171171019","74400","420","10,374",
"320","위풍당당 여우 꼬리","손원평 글 ;만물상 그림","창비","2021","3","9788936448264","74810","813.7","10,365",
"321","그리스 로마 신화","글: 박시연 ;그림: 최우빈","북이십일","2017","32","9788950941574","74800","219","10,352",
"322","설민석의 세계사 대모험","글: 설민석,그림: 박성일","단꿈아이","2019","1","9791189001261","77900","909","10,338",
"323","그리스 로마 신화","글: 박시연 ;그림: 최우빈","북이십일","2017","11","9788950971465","74800","219","10,334",
"324","마법천자문 :손오공의 한자 대탐험","저자: 스튜디오시리얼,정수영","아울북","2005","49","9788950989804","77720","711.4","10,333",
"324","설민석의 세계사 대모험","글: 설민석,그림: 박성일","단꿈아이","2019","18","9791193031216","77900","909","10,333",
"326","그리스 로마 신화","글: 박시연 ;그림: 최우빈","북이십일","2017","12","9788950971472","74800","219","10,312",
"327","(읽으면서 바로 써먹는) 어린이 맞춤법 행성 ","글·그림: 한날","파란정원","2023","","9791158682538","73710","711","10,308",
"328","(설민석의) 그리스 로마 신화 대모험","글: 설민석,만화: 이미나","Dankkum i(단꿈아이)","2022","1","9791191496628","77890","219","10,290",
"329","그리스 로마 신화","글: 박시연 ;그림: 최우빈","북이십일","2017","6","9788950971410","74800","219","10,255",
"330","그리스 로마 신화","글: 박시연 ;그림: 최우빈","북이십일","2017","33","9788950941581","74800","219","10,253",
"331","비밀요원 레너드","글: 박설연 ;그림: 김덕영","아울북(북이십일 아울북)","2022","14","9788950991463","74810","813.7","10,241",
"332","각각의 계절 :권여선 소설 ","지은이: 권여선","문학동네","2023","","9788954692526","03810","813.7","10,235",
"333","비밀요원 레너드","글: 박설연 ;그림: 김덕영","아울북(북이십일 아울북)","2022","15","9788950944988","74810","813.7","10,233",
"334","마법천자문 :손오공의 한자 대탐험","저자: 스튜디오시리얼,정수영","아울북","2005","48","9788950987749","77720","711.4","10,220",
"335","Go go 카카오 프렌즈 :세계 역사 문화 체험 학습만화","글: 김미영 ;그림: 김정한","북이십일","2018","21","9788950996604","74900","980.2","10,205",
"336","나를 소모하지 않는 현명한 태도에 관하여 ","마티아스 뇔케 지음 ;이미옥 옮김","퍼스트펭귄","2024","","9791198682505","03190","189.2","10,190",
"337","마법천자문 :손오공의 한자 대탐험","저자: 스튜디오시리얼,정수영","아울북","2005","47","9788950984748","77720","711.4","10,187",
"338","그리스 로마 신화","글: 박시연 ;그림: 최우빈","북이십일","2017","25","9788950971601","74800","219","10,186",
"339","비밀요원 레너드","글: 박설연 ;그림: 김덕영","북이십일","2019","4","9788950983710","74810","813.7","10,181",
"340","그리스 로마 신화","글: 박시연 ;그림: 최우빈","북이십일","2017","1","9788950971366","74800","219","10,175",
"341","(이상한 과자 가게) 전천당","히로시마 레이코 글 ;김정화 옮김","길벗스쿨","2019","5","9791164062065","74830","833.6","10,172",
"342","비밀요원 레너드","글: 박설연 ;그림: 김덕영","아울북(북이십일 아울북)","2022","16","9788950982218","74810","813.7","10,153",
"343","설민석의 세계사 대모험","글: 설민석,그림: 박성일","단꿈아이","2019","7","9791196893187","77900","909","10,150",
"344","하늘 마을로 간 택배 :구름 배송 왔습니다 ","글: 김경미 ;그림: 김무연","슈크림북","2023","","9791190409391","74810","813.7","10,142",
"345","(전설의 모험왕) 엉덩이 댄디 :the young","원작·감수: 트롤 ;옮긴이: 김정화","미래엔","2021","1","9791164137503","77830","830","10,139",
"346","Go go 카카오 프렌즈 :세계 역사 문화 체험 학습만화","글: 김미영 ;그림: 김정한","북이십일","2018","2","9788950974329","74900","980.2","10,135",
"347","그리스 로마 신화","글: 박시연 ;그림: 최우빈","북이십일","2017","24","9788950971595","74800","219","10,117",
"348","마법천자문 :손오공의 한자 대탐험","저자: 스튜디오시리얼,정수영","아울북","2005","46","9788950982898","77720","711.4","10,113",
"349","놓지 마 과학!","글·그림: 신태훈,나승훈","위즈덤하우스","2016","4","9788960863545","67400","408","10,101",
"350","당신은 결국 무엇이든 해내는 사람 :김상현 에세이 ","지은이: 김상현","필름(필름출판사)","2022","","9791188469994","03810","818","10,094",
"351","Go go 카카오 프렌즈 :세계 역사 문화 체험 학습만화","글: 김미영 ;그림: 김정한","북이십일","2018","13","9788950987008","74900","980.2","10,088",
"352","그리스 로마 신화","글: 박시연 ;그림: 최우빈","북이십일","2017","7","9788950971427","74800","219","10,084",
"353","(설민석의) 그리스 로마 신화 대모험","글: 설민석,만화: 이미나","Dankkum i(단꿈아이)","2022","4","9791193031209","77890","219","10,055",
"354","Go go 카카오 프렌즈 :세계 역사 문화 체험 학습만화","글: 김미영 ;그림: 김정한","북이십일","2018","7","9788950980214","74900","980.2","10,049",
"355","파견자들 :김초엽 장편소설 ","지은이: 김초엽","퍼블리온","2023","","9791191587524","03810","813.7","10,032",
"356","Go go 카카오 프렌즈 :세계 역사 문화 체험 학습만화","글: 김미영 ;그림: 김정한","북이십일","2018","1","9788950973353","74900","980.2","10,027",
"357","메멘과 모리 ","요시타케 신스케 글·그림 ;권남희 옮김","김영사","2024","","9788934920991","77830","833.6","10,021",
"358","(읽으면서 바로 써먹는) 어린이 세계 여행 ","글·그림: 한날","파란정원","2023","","9791158682798","73900","980","10,011",
"359","흔한남매 이상한 나라의 고전 읽기","최재훈 글 ;정주연 그림","미래엔","2022","5","9791168415331","74810","813.5","10,003",
"360","웡카 ","글: 시빌 파운더 ;번역: 김난령","시공사","2024","","9791171252565","73840","843","9,993",
"361","Go go 카카오 프렌즈 :세계 역사 문화 체험 학습만화","글: 김미영 ;그림: 김정한","북이십일","2018","10","9788950983369","74900","980.2","9,989",
"362","Go go 카카오 프렌즈 :세계 역사 문화 체험 학습만화","글: 김미영 ;그림: 김정한","북이십일","2018","5","9788950978358","74900","980.2","9,988",
"363","설민석의 삼국지 대모험","원작: 나관중 ;만화: 스튜디오 담","Dankkum i(단꿈아이)","2021","4","9791191496062","77820","823.5","9,980",
"364","그리스 로마 신화","글: 박시연 ;그림: 최우빈","북이십일","2017","28","9788950971632","74800","219","9,961",
"365","건전지 엄마 :강인숙·전승배 그림책 ","지은이: 강인숙,전승배","창비","2023","","9788936429010","77810","813.7","9,955",
"366","(설민석의) 그리스 로마 신화 대모험","글: 설민석,만화: 이미나","Dankkum i(단꿈아이)","2022","3","9791198179982","77890","219","9,944",
"367","그리스 로마 신화","글: 박시연 ;그림: 최우빈","북이십일","2017","5","9788950971403","74800","219","9,936",
"368","(정재승의) 인간 탐구 보고서","글: 정재은,그림: 김현민","아울북(북이십일 아울북)","2019","2","9788950983086","74400","511","9,923",
"369","(이상한 과자 가게) 전천당","히로시마 레이코 글 ;김정화 옮김","길벗스쿨","2019","14","9791164064243","74830","833.6","9,908",
"370","비밀요원 레너드","글: 박설연 ;그림: 김덕영","아울북(북이십일 아울북)","2022","17","9791171171330","74810","813.7","9,903",
"371","수상한 이웃집 시노다","도미야스 요코 글 ;송지현 옮김","다산북스","2023","1","9791130642710","74830","833.6","9,899",
"372","비밀요원 레너드","글: 박설연 ;그림: 김덕영","북이십일","2019","6","9788950993542","74810","813.7","9,893",
"373","놓지 마 과학!","글·그림: 신태훈,나승훈","위즈덤하우스","2016","10","9791189938208","67400","408","9,891",
"374","비밀요원 레너드","글: 박설연 ;그림: 김덕영","아울북(북이십일 아울북)","2022","13","9788950941970","74810","813.7","9,888",
"375","Go go 카카오 프렌즈 :세계 역사 문화 체험 학습만화","글: 김미영 ;그림: 김정한","북이십일","2018","17","9788950992835","74900","980.2","9,879",
"376","천하무적 개냥이 수사대","이승민 글 ;하민석 그림","위즈덤하우스","2020","2","9791191119114","74810","813.7","9,874",
"377","Go go 카카오프렌즈 :자연탐사","글: 조주희 ;이혜림","아울북(북이십일 아울북)","2022","1","9788950942403","74400","472","9,872",
