검색조건
대출기간,2024-01-01 ~ 2024-10-29
성별,전체
연령,전체
지역,전체
ISBN 부가기호,전체
주제,전체

제공기관 : 국립중앙도서관
데이터 제공일 : 2024-10-30
이용허락조건 : 저작자표시(BY) - 저작자와 출처 등을 표시하면 영리 목적의 이용이나 변경 및 2차적 저작물의 작성을 포함한 자유이용을 허락합니다.

순위,서명,저자,출판사,출판년도,권,ISBN,ISBN부가기호,KDC,대출건수,
"771","이상한 손님 ","백희나","책읽는곰","2018","","9791158360801","77810","813.7","7,251",
"772","용선생 처음 한국사 ","글: 사회평론 역사연구소 ;윤효식","사회평론","2019","1","9791162730270","77900","911","7,248",
"773","(읽으면서 바로 써먹는) 어린이 사자소학 ","글·그림: 이수인","파란정원","2019","","9791158681630","73710","152","7,240",
"774","다 고쳐요! 달퐁 병원 ","송은미 글 ;안선선 그림","달리","2023","","9788959984688","77810","813.7","7,231",
"775","십 년 가게","히로시마 레이코 글 ;이소담 옮김","위즈덤하우스 미디어그룹","2020","1","9791190630672","74830","833.6","7,229",
"776","토깽이네 지구 구출 대작전","원작: 토깽이네 ;그림: 양선모","위즈덤하우스","2021","4","9791168123458","77470","539","7,227",
"777","내일은 실험왕 :본격 대결 과학실험 만화","글: 곰돌이 co. ,그림: 홍종현","미래엔","2011","49","9791164134991","77400","400","7,219",
"778","슈퍼노멀 :폭발적인 성과를 만드는 평범한 사람들 ","주언규 지음","웅진씽크빅","2023","","9788901274379","03190","325.211","7,218",
"778","유괴의 날 :정해연 장편소설 ","지은이: 정해연","시공사","2019","","9788952736253","03810","813.7","7,218",
"780","드래곤 마스터","글: 트레이시 웨스트 ;옮김: 윤영","다산북스","2023","1","9791130696812","74840","843","7,202",
"781","신경 끄기의 기술 :인생에서 가장 중요한것만 남기는 힘 ","마크 맨슨 지음 ;한재호 옮김","웅진씽크빅","2017","","9788901219943","03190","199.1","7,199",
"782","개욕탕 ","김유 글 ;소복이 그림","천개의바람","2024","","9791165735043","77810","813.7","7,187",
"783","독고솜에게 반하면 - 제10회 문학동네청소년문학상 대상 수상작","허진희 (지은이)","문학동네","2020","","9788954670302","","813.7","7,180",
"784","보편의 단어","이기주","말글터","","","9791195522170","","","7,177",
"785","고래:천명관 장편소설","천명관 지음","문학동네","2004","","9788982819278","03810","813.6","7,174",
"786","누굴 죽였을까 :정해연 장편소설 ","지은이: 정해연","교보문고","2024","","9791170611028","03810","813.7","7,168",
"787","설전도 수련관","글: 김경미 ;그림: 센개","따끈따끈책방","2022","1","9791190409285","74810","813.7","7,167",
"788","총, 균, 쇠 :무기, 병균, 금속 은 인류 의 운명 을 어떻게 바꿨는가 ","재레드 다이아몬드 지음 ;김진준 옮김","문학사상","2012","","9788970127248","03900","389","7,157",
"789","용기를 내, 비닐장갑! :유설화 그림책 ","유설화","책읽는곰","2021","","9791158362249","77810","813.7","7,141",
"790","수학 탐정스","조인하 글 ;조승연 그림","미래엔","2018","1","9791162335901","74410","410","7,134",
"791","벌거벗은 세계사","글: 이현희,최호정","아울북(북이십일 아울북)","2022","2","9788950900847","74900","909","7,130",
"792","내일은 실험왕 :본격 대결 과학실험 만화","글: 곰돌이 co. ,그림: 홍종현","미래엔","2011","44","9791162337561","77400","400","7,129",
"793","마법천자문 :손오공의 한자 대탐험","저자: 스튜디오시리얼,정수영","아울북","2005","62","9791171174713","77720","711.4","7,122",
"794","(코믹 메이플스토리) 수학도둑 :언제 어디에서나 원리를 응용하여 문제를 격파하는 수학의 해결사!","글: 송도수 ;그림: 서정 엔터테인먼트","서울문화사","2021","84","9791164384693","67410","410","7,118",
"795","오지랖 도깨비 오지랑","김혜정 글 ;신민재 그림","다산북스","2022","1","9791130694061","74810","813.7","7,113",
"796","토깽이네 지구 구출 대작전 3 : 거대 괴물로부터 바다를 구하라! - 서바이벌 환경 학습만화","토깽이네 (지은이), 잼 스토리 (글), 양선모 (그림), 샌드박스 네트워크 (감수)","위즈덤하우스","2022","3","9791168122246","","","7,112",
"797","웃소","원작: 웃소 ;그림: 박강호","미래엔","2021","5","9791168413085","77810","810","7,107",
"798","행운이 너에게 다가오는 중 :이꽃님 장편소설 ","지은이: 이꽃님","문학동네","2020","","9788954675314","03810","813.7","7,106",
"799","(어린이를 위한) 역사의 쓸모 ","글: 최태성 ;그림: 신진호","다산북스","2022","1","9791130692661","73910","911","7,099",
"799","Go go 카카오프렌즈 :자연탐사","글: 조주희 ;이혜림","아울북(북이십일 아울북)","2022","6","9791171173235","74400","472","7,099",
"801","정재승의 인류 탐험 보고서","글: 차유진,그림: 김현민","아울북(북이십일 아울북)","2021","3","9788950996529","74400","471","7,092",
"802","그럴 수 있어 :양희은 에세이 ","지은이: 양희은","웅진씽크빅","2023","","9788901273563","03810","818","7,091",
"803","김영하의 세계문학 원정대","기획 및 해설: 김영하 ;정보 글: 김지혜","김영사","2023","1","9788934966104","77800","809","7,078",
"804","생일엔 마라탕","글: 류미정 ;그림: 손수정","밝은미래","2024","1","9788965466833","73810","813.7","7,076",
"805","깊은 밤 필통 안에서 ","길상효 글 ;심보영 그림","비룡소","2021","","9788949162072","74800","813.7","7,067",
"806","웃소","원작: 웃소 ;그림: 박강호","미래엔","2021","7","9791168415379","77810","810","7,061",
"807","(최재천의) 동물대탐험 :지구를 사랑하는 어린이를 위한 생물학 동화","황혜영 글 ;안선영 해설","다산북스","2022","1","9791130694269","74470","491","7,049",
"808","책 먹는 여우 ","프란치스카 비어만 지음 ;김경연 옮김","김영사","2001","","9788934908067","73850","853","7,048",
"809","(타키포오) 얼렁뚱땅 상식스쿨","원작: 캐릭온TV ;그림: 조수현","대원씨아이","2023","1","9791171241675","77810","031","7,041",
"810","마음의 지혜 :내 삶의 기준이 되는 8가지 심리학 ","김경일 지음","콘텐츠그룹 포레스트","2023","","9791192625508","03180","189.1","7,039",
"811","채사장의 지대넓얕 :지적 대화를 위한 넓고 얕은 지식","글: 채사장,그림: 정용환","Dolphin Books(돌핀북)","2021","4","9791197578441","74900","001","7,021",
"812","부의 추월차선 :부자들이 말해 주지 않는 진정한 부를 얻는 방법 ","엠제이 드마코 지음 ;신소영 옮김","북새통","2013","","9788994702346","13320","327.04","7,014",
"813","(코믹 메이플스토리) 수학도둑 :언제 어디에서나 원리를 응용하여 문제를 격파하는 수학의 해결사!","글: 송도수 ;그림: 서정 엔터테인먼트","서울문화사","2021","83","9791164384440","67410","410","7,009",
"814","찾기 대장 김지우 ","장희정 글 ;김무연 그림","비룡소","2024","","9788949162584","74800","813.7","7,003",
"815","(무엇이든 해결단) 허팝 연구소","라곰씨 글 ;차차 그림","부즈펌","2018-2021","1","9791187504528","74810","400","7,000",
"816","사장학개론 ","지은이: 김승호","스노우폭스북스","2023","","9791188331888","03320","325.24","6,995",
"817","용의자 X의 헌신 ","히가시노 게이고 지음 ;양억관 옮김","재인","2017","","9788990982704","03830","833.6","6,992",
"818","내일은 실험왕 :본격 대결 과학실험 만화","글: 곰돌이 co. ,그림: 홍종현","미래엔","2011","46","9791164130825","77400","400","6,990",
"819","(코믹 메이플스토리) 수학도둑 :언제 어디에서나 원리를 응용하여 문제를 격파하는 수학의 해결사!","글: 송도수 ;그림: 서정 엔터테인먼트","서울문화사","2021","89","9791169235174","67410","410","6,981",
"820","달콤 짭짤 코파츄 :다영 과학동화","지은이: 다영 ;그린이: 밤코","창비","2023","2","9788936448554","73400","400","6,980",
"820","코믹 메이플 스토리 수학도둑 81 - 국내 최초 수학논술만화","송도수 (지은이), 서정 엔터테인먼트 (그림), 여운방 (감수)","서울문화사","2021","81","9791164383856","","","6,980",
"822","용선생 만화 한국사: ","글: 정상민,주성윤","사회평론","2016-2017","1","9788964359167","67900","911","6,979",
"823","정재승의 인류 탐험 보고서","글: 차유진,그림: 김현민","아울북(북이십일 아울북)","2021","6","9788950996550","74400","471","6,978",
"824","곤충보다 작아진 정브르 :생물 학습 만화","원작: 정브르 ;그림: 강신영","겜툰","2022","2","9791168440326","77490","491","6,969",
"825","(읽으면서 바로 써먹는) 어린이 수수께끼 :공포 특급 ","글·그림: 한날","파란정원","2022","","9791158682446","73710","388","6,965",
"826","열다섯에 곰이라니 :추정경 장편소설 ","지은이: 추정경","다산북스","2022","","9791130695723","43810","813.7","6,959",
"827","내 멋대로 산타 뽑기 ","최은옥 글 ;김무연 그림","김영사","2021","","9788934974871","73810","813.7","6,948",
"828","빨간내복야코","원작: 빨간내복야코 ;글·그림: 서후","샌드박스네트워크","2023","1","9791192504254","74810","810","6,947",
"829","마법천자문 :손오공의 한자 대탐험","글: 시리얼,홍거북","북이십일","2019","1","9788950976859","77720","711.4","6,943",
"830","(한밤중) 달빛 식당 ","이분희 글 ;윤태규 그림","비룡소","2018","265","9788949161969","74800","813.7","6,933",
"831","내일은 실험왕 :본격 대결 과학실험 만화","글: 곰돌이 co. ,그림: 홍종현","미래엔","2011","42","9791162334669","77400","400","6,930",
"832","시간 고양이 :박미연 장편동화 ","지은이: 박미연 ;그린이: 박냠","이지북","2021","","9788957070703","74810","813.7","6,924",
"832","꽁꽁꽁 피자 ","윤정주 글·그림","책읽는곰","2020","","9791158361907","77810","813.7","6,924",
"834","신기한 맛 도깨비 식당 7","김용세, 김병섭 (지은이), 센개 (그림)","꿈터","2024","7","9791167391087","","","6,919",
"835","코믹 메이플 스토리 수학도둑 95 - 국내 최초 수학논술만화","송도수 (지은이), 서정 엔터테인먼트 (그림), 여운방 (감수)","서울문화사","2023","95","9791169238014","","","6,918",
"836","어느 날, 노비가 되었다","글: 지은지,그림: 유영근","지학사","2022","3","9791162041390","74810","813.7","6,916",
"837","애쓰지 않아도 :최은영 짧은 소설 ","지은이: 최은영 ;그린이: 김세희","마음산책","2022","","9788960907348","03810","813.7","6,915",
"838","이끼숲 :천선란 연작소설 ","지은이: 천선란 ;일러스트: 점선면","자이언트북스","2023","","9791191824216","03810","813.7","6,913",
"839","채사장의 지대넓얕 :지적 대화를 위한 넓고 얕은 지식","글: 채사장,그림: 정용환","Dolphin Books(돌핀북)","2021","5","9791197578458","74900","001","6,912",
"840","이게 정말 뭘까? ","요시타케 신스케 글·그림 ;김정화 옮김","김영사","2020","","9788934991922","77830","833.6","6,910",
"841","(최재천의) 동물대탐험 :지구를 사랑하는 어린이를 위한 생물학 동화","황혜영 글 ;안선영 해설","다산북스","2022","4","9791130647173","74470","491","6,908",
"842","정재승의 인류 탐험 보고서","글: 차유진,그림: 김현민","아울북(북이십일 아울북)","2021","4","9788950996536","74400","471","6,904",
"843","엉뚱하지만 과학입니다","원종우,송승기 그림","와이즈만 Books","2022","1","9791190744508","74400","400","6,899",
"844","156층 나무집 ","앤디 그리피스 글 ;신수진 옮김","시공사","2023","","9791169256056","74800","843","6,888",
"845","(코믹 메이플스토리) 수학도둑 :지식·능력·경험을 융합하여 정리하는 No.1 수학학습만화","글: 송도수 ;그림: 서정 엔터테인먼트","서울문화사","2018-2020","73","9791164381524","67410","410","6,886",
"846","나는 읽고 쓰고 버린다 :손웅정의 말 ","지은이: 손웅정","난다","2024","","9791191859836","03810","695.404","6,875",
"847","녹나무의 여신 ","저자: 히가시노 게이고 ;옮긴이: 양윤옥","소미미디어","2024","","9791138483049","03830","833.6","6,868",
"848","이상한 초대장","박현숙 글 ;국민지 그림","김영사","2021","1","9788934909873","73810","813.7","6,867",
"849","의사 어벤저스 :어린이 의학 동화","글: 고희정 ;그림: 조승연","가나문화콘텐츠","2021","16","9791168090798","74510","510","6,852",
"850","사고뭉치 소방관 오케이","강효미 글 ;김경희 그림","길벗스쿨","2024","1","9791164067169","74810","813.7","6,844",
"850","곤충보다 작아진 정브르 :생물 학습 만화","원작: 정브르 ;그림: 강신영","겜툰","2022","3","9791168440524","77490","491","6,844",
"852","아무거나 문방구 :정은정 동화","지은이: 정은정 ;그린이: 유시연","창비","2024","1","9788936448592","73810","813.6","6,838",
"852","초밥이 옷을 사러 갔어요 ","타나카 타츠야 지음 ;권남희 옮김","토토북","2024","","9788964965115","77830","833.6","6,838",
"852","추리 천재 엉덩이 탐정과 카레 사건 ","트롤 글·그림 ;김정화 옮김","미래엔","2019","1","9791164130764","74830","833.6","6,838",
"855","코믹 메이플 스토리 수학도둑 82 - 국내 최초 수학논술만화","송도수 (지은이), 서정 엔터테인먼트 (그림), 여운방 (감수)","서울문화사","2021","82","9791164384006","","","6,837",
"856","(코믹 메이플스토리) 수학도둑 :지식·능력·경험을 융합하여 정리하는 No.1 수학학습만화","글: 송도수 ;그림: 서정 엔터테인먼트","서울문화사","2018-2020","72","9791164381272","67410","410","6,832",
"857","오십에 읽는 주역 :팔자, 운세, 인생을 바꾸는 3,000년의 지혜 ","강기진 지음","유노콘텐츠그룹","2023","","9791192300917","03140","141.2","6,831",
"858","빵이 되고 싶은 토끼 ","마루야마 나오 지음 ;고향옥 옮김","스푼북","2020","","9791165810184","77830","833.6","6,827",
"859","라디오 체조 :오쿠다 히데오 장편소설 ","지은이: 오쿠다 히데오 ;옮긴이: 이영미","은행나무","2023","","9791167373724","03830","833.6","6,825",
"860","내일은 실험왕 :본격 대결 과학실험 만화","글: 곰돌이 co. ;그림: 홍종현","대한교과서","2006-2008","1","9788937842184","77400","400","6,822",
"861","일만 번의 다이빙 :이송현 장편 소설 ","지은이: 이송현","다산북스","2023","","9791130677767","43810","813.7","6,816",
"862","로터스 택시에는 특별한 손님이 탑니다 ","가토 겐 지음 ;양지윤 옮김","필름","2023","","9791193262047","03830","833.6","6,811",
"863","비밀의 보석 가게 마석관","히로시마 레이코 글 ;김정화 옮김","길벗스쿨","2020","1","9791164062782","74830","833.6","6,809",
"864","자존감 수업 :하루에 하나, 나를 사랑하게 되는 자존감 회복 훈련 ","윤홍균 지음","심플라이프","2016","","9791186757093","03190","182.1","6,807",
"865","인생은 순간이다 :삶이라는 타석에서 평생 지켜온 철학 ","김성근 지음","다산북스","2023","","9791130648385","03810","695.704","6,794",
"866","한문철의 어린이 교통안전 :어린이가 스스로 안전을 지키는 그날까지","글: 유경원,이현구","다산북스","2023","1","9791130696928","77300","372.42","6,787",
"867","(유목민의) 투자의 정석 ","유목민 지음","웅진씽크빅","2024","","9788901279282","03320","327.856","6,785",
"867","언어의 온도 :말과 글에는 나름의 따뜻함과 차가움이 있다 ","지은이: 이기주","말글터","2016","","9791195522125","03810","818","6,785",
"869","부자의 그릇 :돈을 다루는 능력을 키우는 법 ","이즈미 마사토 지음 ;김윤수 옮김","다산북스","2020","","9791130633619","13320","327.04","6,782",
"870","꽝 없는 뽑기 기계 ","곽유진 글 ;차상미 그림","비룡소","2020","","9788949162027","74800","813.7","6,781",
"871","알로하, 나의 엄마들 :이금이 장편소설 ","지은이: 이금이","창비","2020","","9788936477936","03810","813.7","6,743",
"871","설자은, 금성으로 돌아오다 :정세랑 장편소설 ","지은이: 정세랑","문학동네","2023","","9788954695978","03810","813.7","6,743",
"873","(최재천의) 동물대탐험 :지구를 사랑하는 어린이를 위한 생물학 동화","황혜영 글 ;안선영 해설","다산북스","2022","3","9791130644141","74470","491","6,742",
"874","모든 삶은 흐른다 :삶의 지표가 필요한 당신에게 바다가 건네는 말 ","로랑스 드빌레르 지음 ;이주영 옮김","Fika(피카)","2023","","9791190299770","03100","199.1","6,740",
"875","봉제인형 살인사건 :다니엘 콜 장편소설 ","저자: 다니엘 콜 ;옮긴이: 유혜인","Book plaza(북플라자)","2017","","9788998274931","03840","843.6","6,735",
"876","설민석의 고사성어 대격돌","글: 설민석,그림: 김문식","한솔수북","2020","1","9791170287056","74700","714","6,731",
"877","빨간내복야코 맞춤법 절대 안 틀리는 책","빨간내복야코 원작 ;이영아 그림","위즈덤하우스","2024","1","9791171711451","73710","711","6,723",
"878","갑자기 악어 아빠 ","소연 글 ;이주희 그림","비룡소","2021","","9788949162096","74800","813.7","6,715",
"879","(읽으면서 바로 써먹는) 어린이 속담","글·그림: 한날","파란정원","2020","","9791158681883","73710","388","6,701",
"879","(이상한 과자 가게) 전천당 :공식 가이드북 ","글: 히로시마 레이코 ;옮긴이: 김정화","길벗스쿨","2022","","9791164064366","74830","833.6","6,701",
"881","내일은 발명왕 :본격 대결 과학발명 만화","글: 곰돌이 co. ;그림: 홍종현","Mirae N 아이세움","2011","31","9791164135189","77400","507.5","6,699",
"882","라플라스의 마녀 :히가시노 게이고 장편소설 ","지은이: 히가시노 게이고 ;옮긴이: 양윤옥","현대문학","2016","","9788972757573","03830","833.6","6,691",
"883","(최재천의) 동물대탐험 :지구를 사랑하는 어린이를 위한 생물학 동화","황혜영 글 ;안선영 해설","다산북스","2022","2","9791130697536","74470","491","6,690",
"884","열세 살 우리는 ","문경민 글 ;이소영 그림","우리학교","2023","","9791167550903","73810","813.7","6,684",
"885","(읽으면서 바로 해 보는) 어린이 게임 ","글·그림: 한날","책먹는아이","2018","","9791158681395","73690","691","6,683",
"886","내일은 발명왕 :본격 대결 과학발명 만화","글: 곰돌이 co. ;그림: 홍종현","Mirae N 아이세움","2011","36","9791168411715","77400","507.5","6,675",
"887","정재승의 인류 탐험 보고서","글: 차유진,그림: 김현민","아울북(북이십일 아울북)","2021","5","9788950996543","74400","471","6,674",
"888","신비아파트 한자 귀신 1 - 1001개의 구슬","김강현 (지은이), 김기수 (그림), 김경익, 박상우 (감수)","서울문화사","2018","1","9788926380413","67400","711.4","6,665",
"889","(코믹 메이플스토리) 수학도둑 :지식·능력·경험을 융합하여 정리하는 No.1 수학학습만화","글: 송도수 ;그림: 서정 엔터테인먼트","서울문화사","2018-2020","70","9791164380879","67410","410","6,664",
"890","희망의 끈","히가시노 게이고 (지은이), 김난주 (옮긴이)","재인","2022","","9791192483146","","","6,651",
"891","수상한 고물상 ","박현숙 글 ;유영주 그림","북멘토","2023","","9788963195346","73810","813.7","6,647",
"892","이게 정말 마음일까? ","요시타케 신스케 글·그림 ;양지연 옮김","김영사","2020","","9788934999263","77830","833.6","6,646",
"893","정재승의 인류 탐험 보고서","글: 차유진,그림: 김현민","아울북(북이십일 아울북)","2021","7","9788950996567","74400","471","6,639",
"894","천하무적 개냥이 수사대 :시즌2","이승민 글 ;윤태규 그림","위즈덤하우스","2023","21","9791168126596","74810","813.7","6,635",
"895","토깽이네 지구 구출 대작전","원작: 토깽이네 ;그림: 양선모","위즈덤하우스","2023","7","9791168127609","77470","539","6,628",
"896","(읽으면서 바로 써먹는) 어린이 영단어 ","글·그림: 한날","파란정원","2019","","9791158681722","73740","744","6,627",
"897","(타키·포오의) 이세계 여행사","원작: 캐릭온TV ;그림: 이지운","대원키즈","2023","1","9791169794183","77810","810","6,620",
"897","브레드이발소 =Bread barbershop","원작·그림: 몬스터스튜디오","한솔수북","2020","4","9791170287872","77810","813.7","6,620",
"899","(코믹 메이플스토리) 수학도둑 :언제 어디에서나 원리를 응용하여 문제를 격파하는 수학의 해결사!","글: 송도수 ;그림: 서정 엔터테인먼트","서울문화사","2021","86","9791164385089","67410","410","6,619",
"900","엉뚱한 문방구 ","글·그림: 간장","제제의숲","2022","","9791158732417","77810","813.7","6,617",
"901","트로피컬 나이트 =조예은 소설집 /Tropical night ","지은이: 조예은","한겨레엔","2022","","9791160408331","03810","813.7","6,616",
"902","월급쟁이 부자로 은퇴하라 :3년 만에 30년 치 연봉을 번 김 과장의 시스템 마련법 ","너나위 지음","RHK(알에이치코리아)","2019","","9788925566511","03320","327.87","6,611",
"902","(타키·포오의) 이세계 여행사","원작: 캐릭온TV ;그림: 이지운","대원키즈","2023","2","9791170621270","77810","810","6,611",
"904","레이크사이드 :히가시노 게이고 장편소설 ","지은이: 히가시노 게이고 ;옮긴이: 민경욱","대원씨아이","2023","","9791171240593","03830","833.6","6,608",
"905","내일은 실험왕 :본격 대결 과학실험 만화","글: 곰돌이 co. ,그림: 홍종현","미래엔","2011","43","9791162335741","77400","400","6,604",
"906","가짜 모범생 :손현주 장편소설 ","지은이: 손현주","특별한서재","2021","","9791167030313","43810","813.7","6,601",
"907","(코믹 메이플스토리) 수학도둑 :지식·능력·경험을 융합하여 정리하는 No.1 수학학습만화","글: 송도수 ;그림: 서정 엔터테인먼트","서울문화사","2018-2020","74","9791164381968","67410","410","6,598",
"907","세상은 이야기로 만들어졌다 :신화·거짓말·유토피아 ","자미라 엘 우아실,김현정 옮김","원더박스","2023","","9791192953151","03300","001.3","6,598",
"909","흔한남매 과학 탐험대 10 : 생태계","흔한남매 (원작), 김언정, 이현진 (글), 이태영, 임혜영 (그림), 흔한컴퍼니 (감수), 정현철, 김희목, 권경아, 최진수 (기획)","주니어김영사","2024","10","9788934905851","","","6,594",
"910","놓지 마 맞춤법 2 - 불꽃 튀는 본선 속으로","신태훈 (지은이), 나승훈 (그림), 정상은 (감수)","주니어김영사","2023","2","9788934946601","","","6,590",
"911","만복이네 떡집 ","김리리 글 ;이승현 그림","비룡소","2010","","9788949161341","74800","813.7","6,585",
"911","나는 나의 주인 ","채인선 글 ;안은진 그림","토토북","2010","","9788964960035","73190","189","6,585",
"913","인스타 브레인 =몰입을 빼앗긴 시대, 똑똑한 뇌 사용법 /Insta brain ","안데르스 한센 지음 ;김아영 옮김","동양북스","2020","","9791157686179","03180","511.1813","6,581",
"914","환상서점 :소서림 장편소설 ","지은이: 소서림","해피북스투유","2023","","9791164798926","03810","813.7","6,579",
"915","어린이라는 세계 :김소영 에세이 ","지은이: 김소영","사계절(사계절출판사)","2020","","9791160946918","03810","818","6,577",
"916","설민석의 세계사 대모험","글: 설민석,그림: 박성일","단꿈아이","2019","20","9791193031230","77900","909","6,575",
"917","(무엇이든 해결단) 허팝 연구소","라곰씨 글 ;차차 그림","부즈펌","2018-2021","2","9791187504542","74810","400","6,559",
"918","(코믹 메이플스토리) 수학도둑 :언제 어디에서나 원리를 응용하여 문제를 격파하는 수학의 해결사!","글: 송도수 ;그림: 서정 엔터테인먼트","서울문화사","2021","88","9791164389490","67410","410","6,555",
"919","나는 나의 스무 살을 가장 존중한다 ","이하영 지음","토네이도미디어그룹","2024","","9791158512859","03190","325.211","6,548",
"919","(비마이펫) 멍냥연구소 :온 세상 반려가족 필수 반려동물 교양만화","원작: 비마이펫 ;박지영","서울문화사","2021","1","9791164384808","77490","527.386","6,548",
"921","대한민국 돈의 역사 :돈을 벌기 위해서는 역사에서 교훈을 얻어야 한다 ","홍춘욱 지음","상상스퀘어","2023","","9791192389264","03320","327.209","6,547",
"922","연수 :장류진 소설집 ","지은이: 장류진","창비","2023","","9788936439170","03810","813.7","6,546",
"923","(곤충 탐정) 정브르","원작: 정브르 ;그림: 도니패밀리","서울문화사","2022","1","9791169235204","74490","495","6,544",
"924","가짜 노동 :스스로 만드는 번아웃의 세계 ","데니스 뇌르마르크,이수영 옮김","자음과모음","2022","","9788954448413","03300","321.5","6,543",
"925","내일은 발명왕 :본격 대결 과학발명 만화","글: 곰돌이 co. ;그림: 홍종현","Mirae N 아이세움","2011","34","9791164138234","77400","507.5","6,539",
"926","트렌드 코리아 2024 :청룡을 타고 비상하는 2024를 기원하며! ","지은이: 김난도,전다현","미래의창","2023","","9788959897179","13320","320.911","6,537",
"927","백앤아 :교양이 층층 쌓이는 점프 맵","원작: 백앤아 ;그림: 돌만","샌드박스네트워크","2023","5","9791192504339","77810","031","6,535",
"928","내일은 발명왕 :본격 대결 과학발명 만화","글: 곰돌이 co. ;그림: 홍종현","Mirae N 아이세움","2011","1","9788937883286","77400","507.5","6,534",
"929","마법천자문 :손오공의 한자 대탐험","글: 시리얼,홍거북","북이십일","2019","2","9788950976866","77720","711.4","6,533",
"930","트러블 여행사 2 - 전설의 마법 동물 돌보기","히로시마 레이코 (지은이), 고마쓰 신야 (그림), 김정화 (옮긴이)","길벗스쿨","2023","2","9791164065479","","","6,532",
"931","토토의 무지개 왕국 ","서피랑 글 ;홍그림 그림","김영사","2023","","9788934951407","73810","813.7","6,519",
"932","어쩔뚱땡! 고구마머리TV :호기심·상상력이 숙쑥 자라나는 과학학습만화","글: 서동건 ;백시월","북이십일","2021","1","9788950994747","74400","400","6,513",
"933","(귀신도 반한) 숲속 라면 가게 ","이서영 글 ;송효정 그림","크레용하우스","2022","","9788955478938","74810","813.7","6,510",
"934","(코믹 메이플스토리) 수학도둑 :지식·능력·경험을 융합하여 정리하는 No.1 수학학습만화","글: 송도수 ;그림: 서정 엔터테인먼트","서울문화사","2018-2020","75","9791164382194","67410","410","6,507",
"935","(코믹 메이플스토리) 수학도둑 :언제 어디에서나 원리를 응용하여 문제를 격파하는 수학의 해결사!","글: 송도수 ;그림: 서정 엔터테인먼트","서울문화사","2021","85","9791164384907","67410","410","6,504",
"936","별의 커비 :디스커버리","다카세 미에 글 ;현승희 옮김","해피북스투유","2023","1","9791164798667","74830","833.6","6,502",
"937","급식왕 go","원작: 급식왕 ;그림: 구은미","북이십일","2020","1","9788950992156","74810","810","6,496",
"938","(코믹 메이플스토리) 수학도둑 :창의사고력 강화, 수리논술력을 키워 주는 스토리텔링 수학의 선구자!","글: 송도수 ;그림: 서정 엔터테인먼트","서울문화사","2015-2017","61","9788926384855","67410","410","6,494",
"939","설전도 수련관","글: 김경미 ;그림: 센개","따끈따끈책방","2022","2","9791190409315","74810","813.7","6,490",
"940","아주 오랜만에 행복하다는 느낌 :백수린 에세이 ","지은이: 백수린","창비","2022","","9788936438869","03810","814.7","6,489",
"940","조선미의 현실 육아 상담소 ","조선미 지음","북하우스","2023","","9791164052035","13590","598.1","6,489",
"942","(코믹 메이플스토리) 수학도둑 :지식·능력·경험을 융합하여 정리하는 No.1 수학학습만화","글: 송도수 ;그림: 서정 엔터테인먼트","서울문화사","2018-2020","64","9788926381113","67410","410","6,482",
"943","코믹 메이플 스토리 수학도둑 71 - 국내 최초 수학논술만화","송도수 (지은이), 서정 엔터테인먼트 (그림), 여운방 (감수)","서울문화사","2019","71","9791164381104","","410","6,479",
"944","백 번 산 고양이 백꼬선생","정연철 글 ;오승민 그림","우리학교","2022","1","9791167550736","73810","813.7","6,469",
"945","(좌절내구력 강한 아이로 키우는) 조선미의 초등생활 상담소 ","조선미 지음","북하우스 퍼블리셔스","2024","","9791164052356","13590","598.124","6,467",
"946","(코믹 메이플스토리) 수학도둑 :지식·능력·경험을 융합하여 정리하는 No.1 수학학습만화","글: 송도수 ;그림: 서정 엔터테인먼트","서울문화사","2018-2020","69","9788926388068","67410","410","6,463",
"947","마씨 할머니의 달꿀 송편 ","권민조 글·그림","호랑이꿈","2023","","9791198424792","77810","813.7","6,453",
"948","그릿 :IQ, 재능, 환경을 뛰어넘는 열정적 끈기의 힘 ","앤절라 더크워스 지음 ;김미정 옮김","비즈니스북스","2016","","9791186805398","03190","325.211","6,446",
"949","(코믹 메이플스토리) 수학도둑 :지식·능력·경험을 융합하여 정리하는 No.1 수학학습만화","글: 송도수 ;그림: 서정 엔터테인먼트","서울문화사","2018-2020","62","9788926382561","67410","410","6,439",
"950","코믹 메이플 스토리 수학도둑 80 - 국내 최초 수학논술만화","송도수 (지은이), 서정 엔터테인먼트 (그림), 여운방 (감수)","서울문화사","2021","80","9791164383498","","","6,436",
"951","나는 나로 살기로 했다 :냉담한 현실에서 어른살이를 위한 to do list ","글·그림: 김수현","마음의숲","2016","","9791187119845","03810","818","6,433",
"952","딸아, 돈 공부 절대 미루지 마라 :돈과 인생에 대한 가장 현실적인 조언 50 ","박소연 지음","메이븐","2023","","9791190538572","03190","327.04","6,428",
"953","열세 살의 걷기 클럽 :김혜정 창작동화 ","지은이: 김혜정 ;그린이: 김연제","사계절(사계절출판사)","2023","","9791169811361","74810","813.7","6,426",
"954","리틀 라이프 :한야 야나기하라 장편소설","지은이: 한야 야나기하라 ;옮긴이: 권진아","시공사","2016","1","9788952776372","04840","843.6","6,423",
